ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor(s),Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,CombinedWith,Description
21683,SARC,9993,007,Independent Study,"1 - 6","Guoping Huang","TBA","TBA","Advanced Independent Research","",Open,1,2,0,,"Advanced independent research on topics selected by individual students in consultation with a faculty advisor.  Prerequisite: Permission of the Director."
21684,SARC,9993,008,Independent Study,"1 - 6","Alexander Wall","TBA","TBA","Advanced Independent Research","",Open,1,2,0,,"Advanced independent research on topics selected by individual students in consultation with a faculty advisor.  Prerequisite: Permission of the Director."
20843,SARC,9998,001,Independent Study,"1 - 12","Timothy Beatley","TBA","TBA","Non-Topical Doctoral Prep","",Open,1,2,0,,"For doctoral research, taken before a dissertation director has been selected."
20844,SARC,9998,002,Independent Study,"1 - 12","Ellen Bassett","TBA","TBA","Non-Topical Doctoral Prep","",Open,1,2,0,,"For doctoral research, taken before a dissertation director has been selected."
20845,SARC,9998,003,Independent Study,"1 - 12","Shiqiao Li","TBA","TBA","Non-Topical Doctoral Prep","",Open,1,2,0,,"For doctoral research, taken before a dissertation director has been selected."
15298,SAST,2050,001,Lecture,"3","Richard Cohen","TuTh 9:30AM - 10:45AM","Gibson Hall 241","Classics of Indian Literature","",Open,19,20,0,,"A survey of the foundational, formative and paradigmatic classic texts of the Indian Vedic, Buddhist, Jain, Hindu, Islamic and Sikh religio-literary-cultural traditions."
14683,SAST,3701,001,Lecture,"3","Geeta Patel","We 5:00PM - 7:30PM","New Cabell Hall 209","Business and Banking in South Asia","",Closed,19,15,0,SAST 6701-001  LEC (14850),"South Asia, the region which stretches from Afghanistan to Burma and down to Sri Lanka, has been the center of thousands of years of trade and finance. In this course we will investigate the early history of this vast flow through the following:  the highlights of the history of business and banking, trade and finance from about 1500 B.C to the early European merchant adventurers , the worlds and cultures that were implicated in that history."
14850,SAST,6701,001,Lecture,"3","Geeta Patel","We 5:00PM - 7:30PM","New Cabell Hall 209","Business and Banking in South Asia","",Closed,0,1,0,SAST 3701-001  LEC (14683),"South Asia, the region which stretches from Afghanistan to Burma and down to Sri Lanka, has been the center of thousands of years of trade and finance. In this course we will investigate the early history of this vast flow through the following:  the highlights of the history of business and banking, trade and finance from about 1500 B.C to the early European merchant adventurers , the worlds and cultures that were implicated in that history."
18539,SATR,2110,001,Lecture,"3","Mehr Farooqi","TuTh 11:00AM - 12:15PM","New Cabell Hall 232","Cultural Translation: Travel Writing in South Asia","",Closed,35,35,0,,"Travel writing is among the oldest forms of literature, especially in Asia.  This course explores depictions of the Indian sub-continent by travel writers from Buddhist pilgrims to Arab geographers to colonial and post-colonial writers."
13635,SLAV,2360,001,Lecture,"3","Stanley Stepanic","MoWe 3:30PM - 4:45PM","Chemistry Bldg 304","Dracula","",Closed,83,75,0,,"An introduction to Slavic folklore with special emphasis on the origins and subsequent manifestations of vampirism.  Western perceptions, misperceptions, and adaptations of Slavic culture are explored and explicated.  The approach is interdisciplinary: folklore, history, literature, religion, film, disease and a variety of other topics."
14530,SLAV,2360,002,Lecture,"3","Stanley Stepanic","MoWe 5:00PM - 6:15PM","Ruffner Hall G008","Dracula","",Closed,82,75,0,,"An introduction to Slavic folklore with special emphasis on the origins and subsequent manifestations of vampirism.  Western perceptions, misperceptions, and adaptations of Slavic culture are explored and explicated.  The approach is interdisciplinary: folklore, history, literature, religion, film, disease and a variety of other topics."
15647,SLAV,2360,003,Lecture,"3","Stanley Stepanic","MoWe 2:00PM - 3:15PM","Chemistry Bldg 304","Dracula","",Closed,83,75,0,,"An introduction to Slavic folklore with special emphasis on the origins and subsequent manifestations of vampirism.  Western perceptions, misperceptions, and adaptations of Slavic culture are explored and explicated.  The approach is interdisciplinary: folklore, history, literature, religion, film, disease and a variety of other topics."
20343,SLAV,4500,001,Lecture,"3","Edith Clowes","MoWe 2:00PM - 3:15PM","Pavilion V 109","Topics in  Slavic Literature and Culture","Czech Lit: Rebels and Robots",Open,2,20,0,SLAV 5200-001  LEC (20680),"Could include Polish, Czech, or Slovak fiction, poetry, drama, or culture. May be repeated for credit when topics vary."
20680,SLAV,5200,001,Lecture,"3","Edith Clowes","MoWe 2:00PM - 3:15PM","Pavilion V 109","Classics of Czech Literature and Culture","",Closed,5,5,0,SLAV 4500-001  LEC (20343),"An investigation of classics of modern Czech fiction and film. Some of the great works include Hasek (The Good Soldier Svejk), Nemcova (The Grandmother), Capek (the inventor of the word robot), Seifert's Nobel-winning poetry, Lustig (Children of the Holocaust), Kundera (The Unbearable Lightness of Being), Havel (The Power of the Powerless; The Garden Party), as well as great films like Closely Watched Trains and Firemen's Ball."
11186,SLAV,8998,001,Independent Study,"1 - 12","Edith Clowes","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,0,10,0,,"For master's research, taken before a thesis director has been selected."
11187,SLAV,8999,001,Independent Study,"1 - 12","Edith Clowes","TBA","TBA","Non-Topical Research","",Open,1,10,0,,"For master's thesis, taken under the supervision of a thesis director."
11188,SLAV,9998,001,Independent Study,"1 - 12","Edith Clowes","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,1,10,0,,"For doctoral research, taken before a dissertation director has been selected."
11189,SLAV,9999,001,Independent Study,"1 - 12","Edith Clowes","TBA","TBA","Non-Topical Research","",Open,1,10,0,,"For doctoral dissertation, taken under the supervision of a dissertation director."
11190,SLFK,2140,100,Lecture,"3","Anne Ingram","TuTh 12:30PM - 1:45PM","New Cabell Hall 032","Ritual and Demonology","",Closed,35,35,0,,"Open to students with no knowledge of Russian. Studies Russian and Ukrainian folk belief as it manifests itself in daily life. Examines how Russian and Ukrainian peasants lived in the 19th century, and how this effects both living patterns and attitudes today. Includes farming techniques, house and clothing types, and food beliefs. Covers the agrarian calendar and its rituals such as Christmas and Easter, the manipulation of ritual in the Soviet era, and the resurgence of ritual today.  For more details on this class, please visit the department website at: http://artsandsciences.virginia.edu/slavic/courses.html."
20167,SLTR,3500,001,Lecture,"3","Yuri Urbanovich","MoWe 3:30PM - 4:45PM","Bryan Hall 235","Topics in Slavic in Translation","The Ukraine Crisis",Open,21,25,0,,"Could Include Polish, Czech, or Slovak fiction, poetry, drama, or culture. May be repeated for credit when topics vary."
11191,SOC,1010,100,Lecture,"3","James Hunter","MoWe 10:00AM - 10:50AM","Wilson Hall 402","Introductory Sociology","",Open,236,240,0,,"Studies the fundamental concepts and principles of sociology with special attention to sociological theory and research methods. Survey of the diverse substantive fields in the discipline with a primary emphasis on the institutions in contemporary American society."
11192,SOC,1010,101,Discussion,"0","Bailey Troia","Fr 2:00PM - 2:50PM","New Cabell Hall 291","Introductory Sociology","",Closed,21,20,0,,"Studies the fundamental concepts and principles of sociology with special attention to sociological theory and research methods. Survey of the diverse substantive fields in the discipline with a primary emphasis on the institutions in contemporary American society."
11196,SOC,1010,102,Discussion,"0","Pik Man Lin","Fr 2:00PM - 2:50PM","New Cabell Hall 407","Introductory Sociology","",Closed,20,20,0,,"Studies the fundamental concepts and principles of sociology with special attention to sociological theory and research methods. Survey of the diverse substantive fields in the discipline with a primary emphasis on the institutions in contemporary American society."
11197,SOC,1010,103,Discussion,"0","Josh Chen","Fr 10:00AM - 10:50AM","New Cabell Hall 411","Introductory Sociology","",Closed,19,20,0,,"Studies the fundamental concepts and principles of sociology with special attention to sociological theory and research methods. Survey of the diverse substantive fields in the discipline with a primary emphasis on the institutions in contemporary American society."
11194,SOC,1010,104,Discussion,"0","Josh Chen","Fr 9:00AM - 9:50AM","New Cabell Hall 291","Introductory Sociology","",Closed,20,20,0,,"Studies the fundamental concepts and principles of sociology with special attention to sociological theory and research methods. Survey of the diverse substantive fields in the discipline with a primary emphasis on the institutions in contemporary American society."
11193,SOC,1010,105,Discussion,"0","Pik Man Lin","Fr 9:00AM - 9:50AM","New Cabell Hall 207","Introductory Sociology","",Open,19,20,0,,"Studies the fundamental concepts and principles of sociology with special attention to sociological theory and research methods. Survey of the diverse substantive fields in the discipline with a primary emphasis on the institutions in contemporary American society."
11198,SOC,1010,106,Discussion,"0","Daniel Shutt","Th 9:00AM - 9:50AM","New Cabell Hall 056","Introductory Sociology","",Closed,20,20,0,,"Studies the fundamental concepts and principles of sociology with special attention to sociological theory and research methods. Survey of the diverse substantive fields in the discipline with a primary emphasis on the institutions in contemporary American society."
11199,SOC,1010,107,Discussion,"0","Daniel Shutt","Th 8:00AM - 8:50AM","New Cabell Hall 044","Introductory Sociology","",Closed,20,20,0,,"Studies the fundamental concepts and principles of sociology with special attention to sociological theory and research methods. Survey of the diverse substantive fields in the discipline with a primary emphasis on the institutions in contemporary American society."
11195,SOC,1010,108,Discussion,"0","Bailey Troia","Fr 1:00PM - 1:50PM","Maury Hall 113","Introductory Sociology","",Closed,20,20,0,,"Studies the fundamental concepts and principles of sociology with special attention to sociological theory and research methods. Survey of the diverse substantive fields in the discipline with a primary emphasis on the institutions in contemporary American society."
12527,SOC,1010,109,Discussion,"0","Bailey Troia","Fr 12:00PM - 12:50PM","Bryan Hall 235","Introductory Sociology","",Closed,21,20,0,,"Studies the fundamental concepts and principles of sociology with special attention to sociological theory and research methods. Survey of the diverse substantive fields in the discipline with a primary emphasis on the institutions in contemporary American society."
12528,SOC,1010,110,Discussion,"0","Pik Man Lin","Fr 11:00AM - 11:50AM","New Cabell Hall 309","Introductory Sociology","",Open,18,20,0,,"Studies the fundamental concepts and principles of sociology with special attention to sociological theory and research methods. Survey of the diverse substantive fields in the discipline with a primary emphasis on the institutions in contemporary American society."
15629,SOC,1010,111,Discussion,"0","Josh Chen","Fr 8:00AM - 8:50AM","New Cabell Hall 411","Introductory Sociology","",Open,19,20,0,,"Studies the fundamental concepts and principles of sociology with special attention to sociological theory and research methods. Survey of the diverse substantive fields in the discipline with a primary emphasis on the institutions in contemporary American society."
15630,SOC,1010,113,Discussion,"0","Daniel Shutt","Th 11:00AM - 11:50AM","Dell 2 102","Introductory Sociology","",Open,19,20,0,,"Studies the fundamental concepts and principles of sociology with special attention to sociological theory and research methods. Survey of the diverse substantive fields in the discipline with a primary emphasis on the institutions in contemporary American society."
20905,SOC,1010,200,Lecture,"3","Rose Buckelew","MoWeFr 10:00AM - 10:50AM","Maury Hall 110","Introductory Sociology","",Closed,35,35,0,,"Studies the fundamental concepts and principles of sociology with special attention to sociological theory and research methods. Survey of the diverse substantive fields in the discipline with a primary emphasis on the institutions in contemporary American society."
11200,SOC,2052,100,Lecture,"3","William Wilcox","MoWe 11:00AM - 11:50AM","Wilson Hall 301","Sociology of the Family","",Closed,180,180,0,,"Comparison of family organizations in relation to other social institutions in various societies; an introduction to the theory of kinship and marriage systems."
11206,SOC,2052,101,Discussion,"0","Anna Cameron","Fr 1:00PM - 1:50PM","Maury Hall 110","Sociology of the Family","",Closed,20,20,0,,"Comparison of family organizations in relation to other social institutions in various societies; an introduction to the theory of kinship and marriage systems."
11201,SOC,2052,102,Discussion,"0","Michael Fowler","Fr 10:00AM - 10:50AM","Wilson Hall 244","Sociology of the Family","",Closed,20,20,0,,"Comparison of family organizations in relation to other social institutions in various societies; an introduction to the theory of kinship and marriage systems."
14451,SOC,2052,103,Discussion,"0","Colin Arnold","Th 9:00AM - 9:50AM","New Cabell Hall 183","Sociology of the Family","",Closed,21,20,0,,"Comparison of family organizations in relation to other social institutions in various societies; an introduction to the theory of kinship and marriage systems."
11202,SOC,2052,104,Discussion,"0","Anna Cameron","Th 12:00PM - 12:50PM","Dell 2 102","Sociology of the Family","",Open,18,20,0,,"Comparison of family organizations in relation to other social institutions in various societies; an introduction to the theory of kinship and marriage systems."
11203,SOC,2052,105,Discussion,"0","Michael Fowler","Fr 8:00AM - 8:50AM","New Cabell Hall 107","Sociology of the Family","",Open,19,20,0,,"Comparison of family organizations in relation to other social institutions in various societies; an introduction to the theory of kinship and marriage systems."
11205,SOC,2052,106,Discussion,"0","Michael Fowler","Fr 9:00AM - 9:50AM","New Cabell Hall 407","Sociology of the Family","",Closed,20,20,0,,"Comparison of family organizations in relation to other social institutions in various societies; an introduction to the theory of kinship and marriage systems."
11204,SOC,2052,107,Discussion,"0","Colin Arnold","Fr 11:00AM - 11:50AM","New Cabell Hall 332","Sociology of the Family","",Closed,21,20,0,,"Comparison of family organizations in relation to other social institutions in various societies; an introduction to the theory of kinship and marriage systems."
13641,SOC,2052,108,Discussion,"0","Colin Arnold","Th 10:00AM - 10:50AM","New Cabell Hall 411","Sociology of the Family","",Closed,21,20,0,,"Comparison of family organizations in relation to other social institutions in various societies; an introduction to the theory of kinship and marriage systems."
13897,SOC,2052,109,Discussion,"0","Anna Cameron","Fr 2:00PM - 2:50PM","New Cabell Hall 364","Sociology of the Family","",Closed,20,20,0,,"Comparison of family organizations in relation to other social institutions in various societies; an introduction to the theory of kinship and marriage systems."
13818,SOC,2220,100,Lecture,"3","Robert McConnell","MoWe 9:00AM - 9:50AM","Maury Hall 209","Social Problems","",Open,113,120,0,,"Analyzes the causes and consequences of current social problems in the United States: race and ethnic relations, poverty, crime and delinquency, the environment, drugs, and problems of educational institutions."
13823,SOC,2220,102,Discussion,"0","Jaime Hartless","Fr 1:00PM - 1:50PM","Bryan Hall 235","Social Problems","",Closed,20,20,0,,"Analyzes the causes and consequences of current social problems in the United States: race and ethnic relations, poverty, crime and delinquency, the environment, drugs, and problems of educational institutions."
13824,SOC,2220,103,Discussion,"0","Alexander Sutton","Fr 9:00AM - 9:50AM","Wilson Hall 244","Social Problems","",Closed,20,20,0,,"Analyzes the causes and consequences of current social problems in the United States: race and ethnic relations, poverty, crime and delinquency, the environment, drugs, and problems of educational institutions."
13825,SOC,2220,104,Discussion,"0","Jaime Hartless","Fr 2:00PM - 2:50PM","New Cabell Hall 207","Social Problems","",Closed,20,20,0,,"Analyzes the causes and consequences of current social problems in the United States: race and ethnic relations, poverty, crime and delinquency, the environment, drugs, and problems of educational institutions."
14452,SOC,2220,105,Discussion,"0","Jaime Hartless","Fr 10:00AM - 10:50AM","New Cabell Hall 309","Social Problems","",Open,19,20,0,,"Analyzes the causes and consequences of current social problems in the United States: race and ethnic relations, poverty, crime and delinquency, the environment, drugs, and problems of educational institutions."
15728,SOC,2220,107,Discussion,"0","Alexander Sutton","Fr 8:00AM - 8:50AM","New Cabell Hall 287","Social Problems","",Open,15,20,0,,"Analyzes the causes and consequences of current social problems in the United States: race and ethnic relations, poverty, crime and delinquency, the environment, drugs, and problems of educational institutions."
15729,SOC,2220,108,Discussion,"0","Alexander Sutton","Fr 3:00PM - 3:50PM","New Cabell Hall 111","Social Problems","",Open,19,20,0,,"Analyzes the causes and consequences of current social problems in the United States: race and ethnic relations, poverty, crime and delinquency, the environment, drugs, and problems of educational institutions."
13819,SOC,2230,001,Lecture,"3","Robert McConnell","TuTh 9:30AM - 10:45AM","Maury Hall 209","Criminology","",Closed,200,200,0,,"Studies socio-cultural conditions effecting the definition, recording, and treatment of delinquency and crime. Examines theories of deviant behavior, the role of the police, judicial and corrective systems, and the victim in criminal behavior."
14037,SOC,2320,100,Lecture,"3","Jennifer Bair","MoWe 1:00PM - 1:50PM","Wilson Hall 301","Gender and Society","",Open,118,120,0,,"Gender and Society"
14038,SOC,2320,101,Discussion,"0","Brooke Dinsmore","Fr 9:00AM - 9:50AM","New Cabell Hall 411","Gender and Society","",Closed,20,20,0,,"Gender and Society"
14039,SOC,2320,102,Discussion,"0","Elissa Zeno","Fr 2:00PM - 2:50PM","Bryan Hall 328","Gender and Society","",Closed,20,20,0,,"Gender and Society"
14040,SOC,2320,103,Discussion,"0","Elissa Zeno","Fr 1:00PM - 1:50PM","Bryan Hall 328","Gender and Society","",Closed,20,20,0,,"Gender and Society"
14041,SOC,2320,104,Discussion,"0","Brooke Dinsmore","Fr 11:00AM - 11:50AM","New Cabell Hall 115","Gender and Society","",Closed,20,20,0,,"Gender and Society"
14042,SOC,2320,105,Discussion,"0","Elissa Zeno","Fr 12:00PM - 12:50PM","New Cabell Hall 044","Gender and Society","",Open,19,20,0,,"Gender and Society"
14043,SOC,2320,106,Discussion,"0","Brooke Dinsmore","Fr 10:00AM - 10:50AM","New Cabell Hall 068","Gender and Society","",Open,19,20,0,,"Gender and Society"
11207,SOC,3020,100,Lecture,"3","Stephan Fuchs","TuTh 12:00PM - 12:50PM","Maury Hall 115","Introduction to Social Theory","",Closed,61,60,0,,"Introduces the major theoretical issues and traditions in sociology, especially as developed in the writings of Marx, Weber, and Durkheim. Sociology majors are expected to take this course in their third year."
11209,SOC,3020,101,Discussion,"0","Mary Wilks","Mo 10:00AM - 10:50AM","New Cabell Hall 389","Introduction to Social Theory","",Closed,21,20,0,,"Introduces the major theoretical issues and traditions in sociology, especially as developed in the writings of Marx, Weber, and Durkheim. Sociology majors are expected to take this course in their third year."
11208,SOC,3020,102,Discussion,"0","Mary Wilks","Mo 9:00AM - 9:50AM","New Cabell Hall 211","Introduction to Social Theory","",Closed,20,20,0,,"Introduces the major theoretical issues and traditions in sociology, especially as developed in the writings of Marx, Weber, and Durkheim. Sociology majors are expected to take this course in their third year."
11210,SOC,3020,104,Discussion,"0","Mary Wilks","Mo 11:00AM - 11:50AM","Nau Hall 241","Introduction to Social Theory","",Closed,20,20,0,,"Introduces the major theoretical issues and traditions in sociology, especially as developed in the writings of Marx, Weber, and Durkheim. Sociology majors are expected to take this course in their third year."
18520,SOC,3056,001,Lecture,"3","Isaac Reed","TuTh 12:30PM - 1:45PM","New Cabell Hall 315","Culture and Power","",Open,31,35,0,,"This course examines sociological theories of power and their intersections with culture. It focuses on oppression and social change in the 20th and 21st century U.S. through the lens of cultural expression, beliefs and meaning. It includes close reading of social theories of power and empirical studies of social institutions and social identities.  Prerequisite: Six credits in Sociology or permission of instructor"
15188,SOC,3090,001,Lecture,"3","Stephan Fuchs","TuTh 2:00PM - 3:15PM","New Cabell Hall 338","Philosophical Foundations of Social Theory","",Open,22,35,0,,"This course pursues the question of the ways in which classical social theory is rooted in, and indebted to, philosophy and metaphysics. This will be shown through four cases: Kant's 'Critique of Pure Reason', Hegel's 'Phenomenology of Spirit', Nietzsche's 'Will to Power', Heidegger's 'Being and Time'. Problems central to all sciences and  modes of cognition, such as knowledge & truth, theory & ideology, and agency  vs. causality will be covered."
11211,SOC,3120,100,Lecture,"4","Thomas Guterbock","MoWe 12:00PM - 12:50PM","Claude Moore Nursing Educ G120","Sociology Research Workshop","",Open,71,72,0,,"Introduces data analysis and data processing, as well as the conceptualization of sociological problems. Emphasizes individual student projects."
11214,SOC,3120,101,Laboratory,"0","Sarah Johnson","Fr 8:00AM - 9:50AM","Mechanical Engr Bldg 214","Sociology Research Workshop","",Closed,18,18,0,,"Introduces data analysis and data processing, as well as the conceptualization of sociological problems. Emphasizes individual student projects."
11213,SOC,3120,102,Laboratory,"0","Sarah Johnson","Fr 2:00PM - 3:50PM","Mechanical Engr Bldg 214","Sociology Research Workshop","",Closed,19,18,0,,"Introduces data analysis and data processing, as well as the conceptualization of sociological problems. Emphasizes individual student projects."
11212,SOC,3120,103,Laboratory,"0","Hexuan Zhang","Fr 8:00AM - 9:50AM","Mechanical Engr Bldg 215","Sociology Research Workshop","",Open,15,18,0,,"Introduces data analysis and data processing, as well as the conceptualization of sociological problems. Emphasizes individual student projects."
12860,SOC,3120,104,Laboratory,"0","Hexuan Zhang","Th 8:00AM - 9:50AM","Gibson Hall 041","Sociology Research Workshop","",Closed,19,18,0,,"Introduces data analysis and data processing, as well as the conceptualization of sociological problems. Emphasizes individual student projects."
20305,SOC,3410,001,Lecture,"3","Kimberly Hoosier","MoWeFr 9:00AM - 9:50AM","New Cabell Hall 032","Race and Ethnic Relations","",Closed,35,35,0,,"Introduces the study of race and ethnic relations, including the social and economic conditions promoting prejudice, racism, discrimination, and segregation.  Examines contemporary American conditions, and historical and international materials."
11216,SOC,3470,001,Lecture,"3","Rae Blumberg","TuTh 9:30AM - 10:45AM","New Cabell Hall 058","Sociology of Development","",Open,34,35,0,,"This study of the development of human societies explores the five major 'techo-economic bases' that have characterized our species' history (hunting-gathering, horticultural, agrarian, industrial and information/biotech) and examines how contemporary macrolevel trends affect our lives at the microlevel."
13820,SOC,3490,001,Lecture,"3","Ekaterina Makarova","TuTh 11:00AM - 12:15PM","New Cabell Hall 338","Cities and Cultures","",Open,32,35,0,,"Explores the ways in which physical environments shape and are shaped by social life.  Examines the relationship between urban space and culture in different historical and social settings, though there is a particular focus on the rise and development of modernity as expressed through the experience of particular cities."
18521,SOC,3559,001,Lecture,"3","Simone Polillo","MoWe 2:00PM - 3:15PM","New Cabell Hall 332","New Course in Sociology","Sociology of Innovation",Open,20,35,0,,"This course provides the opportunity to offer a new topic in the subject area of sociology."
19030,SOC,3559,003,Lecture,"3","Irit Dekel","TuTh 9:30AM - 10:45AM","Gibson Hall 287","New Course in Sociology","Israeli Soc., Pol. & Cult.",Open,4,17,0,JWST 3559-001  LEC (20326),"This course provides the opportunity to offer a new topic in the subject area of sociology."
15784,SOC,3595,001,Lecture,"3","Robert McConnell","MoWe 2:00PM - 3:15PM","New Cabell Hall 315","Special Topics in Sociology","Sociology of Criminal Justice",Open,33,35,0,,"Topics vary from semester to semester and will be announced."
14549,SOC,3640,001,Lecture,"3","Jagdish Kumar","TuTh 2:00PM - 3:15PM","TBA","Human Society in History","",Open,34,35,0,,"Human societies exist in time.This course will examine the historical development of a variety of societies from earliest times to the present. Its focus will be on the relation of the West to the rest of the world. The course is particularly intended for social scientists, to make them aware of the historical dimension to human society; but it is open to all."
19706,SOC,3700,001,Lecture,"3","Meredith Bergey","TuTh 11:00AM - 12:15PM","New Cabell Hall 032","Health and Society","",Closed,35,35,0,,"This course explores the social dimensions of health and illness, focusing especially on the social experience of illness, the social determinants of disease, and the role and meaning of medicine and public health in modern U.S. society. The class examines how we define health problems and their solutions, and it considers the ways in which race, gender, class, age, and sexuality matter for understanding health-related experiences and discourses."
19488,SOC,3710,001,Lecture,"3","Elizabeth Gorman","TuTh 11:00AM - 12:15PM","New Cabell Hall 332","Organizations, Institutions, Markets","",Open,17,35,0,,"Introduces the study of complex organizations within their institutional and market environments.  Emphasis is placed on business and professional organizations, with some attention to government and nonprofit organizations as well.  Examines organizational founding, decision-making, and boundary-setting; organizations' internal structures and practices; inter-organizational relationships; and the impact of organizations on society.  Prerequisites: Three credits in Sociology or permission of instructor."
18522,SOC,3820,001,Lecture,"3","Adam Slez","MoWe 3:30PM - 4:45PM","New Cabell Hall 132","Social Movements","",Open,34,35,0,,"Social movements are an historical and global phenomenon of great complexity and variety. Because the topic can be so broad, the course is organized around case studies of civil rights, the industrial workers' movement, environmentalism, religious fundamentalism, and the counter movements to globalization. These cases will be used to illustrate variety of themes and principles, and you'll learn about specific events, personalities, organizations, and dynamics that shaped these movements. By this method, you will gain specific knowledge about important social movements, as well as an overview and general orientation to the sociology of this dynamic area of social life.  Prerequisite: SOC 1010 or instructor permission."
18523,SOC,4052,001,Seminar,"3","William Wilcox","MoWe 2:00PM - 3:15PM","Wilson Hall 244","Sociology of Religious Behavior","",Open,18,20,0,,"Course will focus on established traditions in the United States including evangelical and mainline Protestantism, Roman Catholicism, black Protestantism, and Orthodox Judaism.  Prerequisite: Six credits of sociology or instructor permission."
19031,SOC,4100,001,Lecture,"3","Sabrina Pendergrass","TuTh 11:00AM - 12:15PM","New Cabell Hall 303","Sociology of the African-American Community","",Closed,20,20,0,,"Study of a comprehensive contemporary understanding of the history, struggle and diversity of the African-American community."
13480,SOC,4140,001,Seminar,"3","Ekaterina Makarova","TuTh 2:00PM - 3:15PM","New Cabell Hall 395","Sociology of Consumption","",Closed,22,20,0,,"This course considers the nature and effects of consumer society; it explores the theories, practices, and politics of modern consumption. Topics include the historical development of consumer society; the role of consumption in creating personal and political identities; the cultural and social meanings of seemingly impersonal objects like money; the commodification of social life; and the politics of consumption."
20910,SOC,4230,001,Lecture,"3","Rose Buckelew","MoWe 3:30PM - 4:45PM","The Rotunda Room 152","Deviance and Social Control","",Closed,20,20,0,,"Examines a variety of deviant behaviors in American society and the sociological theories explaining societal reactions and attempts at social control. Focuses on enduring conditions such as drug addiction, alcoholism, and mental illness.  Prerequisite: Six credits of sociology or instructor permission."
20194,SOC,4280,001,Seminar,"3","Meredith Bergey","TuTh 2:00PM - 3:15PM","New Cabell Hall 107","Sociology of Mental Health and Illness","",Closed,21,20,0,,"This course explores mental health and illness in social context, focusing especially on the history, definitions, social and cultural determinants, and consequences of conceptualizations and treatment of mental illness. It includes an examination of perceptions of mental illness in popular culture, and the spread of psychiatric ideas in more global context. Pre-requisite: six credits of Sociology"
20705,SOC,4290,001,Seminar,"3","Simone Polillo","MoWe 5:00PM - 6:15PM","Contact Department","Sociology of Money","",Open,7,10,0,,"With the expansion of the financial sector as a backdrop, sociology of money has developed two trajectories. This course provides an introduction to both perspectives:  money is created by an authority as a system of accounting for value - those who are subject to the authority then have to accept it, and money is created as individuals negotiate the potentially contradictory logic implied by self-interested, market based exchange and morality.  Prerequisite: Six Credits of Sociology"
18526,SOC,4350,001,Seminar,"3","Rae Blumberg","TuTh 12:30PM - 1:45PM","New Cabell Hall 395","Comparative Gender Stratification","",Closed,20,20,0,WGS 4350-001  LEC (20354),"Examines gender stratification - the relative level of equality of men and women in a given group -  in comparative and cross-historical perspective.  Several theories are presented to explain the variations, from gender-egalitarian to highly patriarchal groups.   Prerequisite: Six credits of Sociology or instructor permission."
18527,SOC,4510,001,Seminar,"3","Elizabeth Gorman","TuTh 2:00PM - 3:15PM","New Cabell Hall 594","Topics in Sociology of Work","Professional Work",Open,6,20,0,,"Studies the division of labor, occupational classification, labor force trends, career patterns and mobility, occupational cultures and life-styles, and the sociology of the labor market.  Prerequisite: Six credits of sociology or instructor permission."
20906,SOC,4750,001,Seminar,"3","Rose Buckelew","TuTh 9:30AM - 10:45AM","Gibson Hall 142","Racism","",Open,12,20,0,,"Racism, the disparagement and victimization of individuals and groups because of a belief that their ancestry renders them intrinsically different and inferior, is a problem in many societies.  In this course we will examine the problem of racism by investigating the workings of these sociological processes theoretically, historically, and contemporaneously."
11217,SOC,4810,100,Seminar,"4","Karen Farber","Mo 6:00PM - 7:50PM","New Cabell Hall 107","Undergraduate Internship Programs Seminar","",Open,16,25,0,,"Internship placement to be arranged by the supervising faculty. Students work in various agencies in the Charlottesville community such as health care delivery, social services, juvenile justice, etc. Regular class meetings with the supervising faculty to analyze the intern experience and discuss assigned reading. Only three credits can be counted toward sociology major.  Prerequisite: Fourth-year sociology major with substantial completion of major requirements."
11224,SOC,4810,101,Laboratory,"0","Staff","TBA","TBA","Undergraduate Internship Programs Seminar","",Open,16,26,0,,"Internship placement to be arranged by the supervising faculty. Students work in various agencies in the Charlottesville community such as health care delivery, social services, juvenile justice, etc. Regular class meetings with the supervising faculty to analyze the intern experience and discuss assigned reading. Only three credits can be counted toward sociology major.  Prerequisite: Fourth-year sociology major with substantial completion of major requirements."
11218,SOC,4810,200,Seminar,"4","Karen Farber","Mo 3:30PM - 5:20PM","Ruffner Hall 123","Undergraduate Internship Programs Seminar","",Open,13,25,0,,"Internship placement to be arranged by the supervising faculty. Students work in various agencies in the Charlottesville community such as health care delivery, social services, juvenile justice, etc. Regular class meetings with the supervising faculty to analyze the intern experience and discuss assigned reading. Only three credits can be counted toward sociology major.  Prerequisite: Fourth-year sociology major with substantial completion of major requirements."
11225,SOC,4810,201,Laboratory,"0","Staff","TBA","TBA","Undergraduate Internship Programs Seminar","",Open,13,25,0,,"Internship placement to be arranged by the supervising faculty. Students work in various agencies in the Charlottesville community such as health care delivery, social services, juvenile justice, etc. Regular class meetings with the supervising faculty to analyze the intern experience and discuss assigned reading. Only three credits can be counted toward sociology major.  Prerequisite: Fourth-year sociology major with substantial completion of major requirements."
